text,label
Minor discrepancies in the evidence of the witnesses regarding the recovery of the ornaments have been adverted to by the High Court.,Ratio of the decision
"Quite rightly, in the opinion, the High Court has taken the view that these discrepancies do not cast any doubt regarding the truth of the ornaments having been produced by the appellant after his arrest.",Ratio of the decision
Therefor we cannot accept the contention of Mr. Nuruddin Ahmed that the finding regarding the recovery of the ornaments at the instance of the appellant is perverse.,Ratio of the decision
"On the other hand, we are satisfied that the said finding properly and legitimately followed from the acceptance of the evidence of the two police officers and P W. 6.",Ratio of the decision
"No doubt, the mere recovery of the ornaments if it had stood by itself, without any other circumstance, may not lead to the one and only conclusion that it is the appellant who committed the murder.",Ratio of the decision
"But the prosecution has relied on for other circumstances, referred to above, and those circumstances, taken along with the circumstance regarding the recovery of the ornaments in our opinion, lead to the conclusion that it was the appellant who has committed the murder of Kalawati.",Ratio of the decision
The mode of evaluating circumstantial evidence has been stated by this Court in Hanumant vs the State of Madhya Pradesh and is as follows :,Precedent
"It is well to remember that in cases where the evidence is of a circumstantial nature, the circumstances from which the conclusion of guilt is to be drawn should in the first instance be fully established, and all the facts so established should be consistent only with the hypothesis of the guilt of the accused.	Precedent
Again, the circumstances should be of a conclusive nature and tendency and they should be such as to exclude every hypothesis but the one proposed to be proved.	Precedent
In other words, there must be a chain of evidence so far complete as not to leave any reasonable ground for a conclusion consistent with the innocence of the accused and it just be such as to show that within all human probability the act must have been done by the accused.",Precedent
This principle has been reiterated by this Court in several later decisions.,Ratio of the decision
"Applying the above principles, it is clear from the findings of the two Courts, that the circumstances from which the conclusion of guilt of the appellant is to be drawn have been fully established, and the chain of evidence accepted by both the Courts is also complete and does not leave any reasonable ground for a conclusion consistent with the innocence of the appellant.",Ratio of the decision
"Kalawati was last seen in the company of the appellant in his Gher on the evening of September 19, 1966 and the appellant has also deliberately attempted to mislead the tenants of Kalawati's house by stating that she had gone to the village of Garthi along with Kripal.",Ratio of the decision
"After his arrest, the production, by the appellant, of the ornaments worn by Kalawati is a vary clinching circumstance, which, taken along with the other circumstances, proves the complicity of the appellant in the murder of Kalawati.",Ratio of the decision
"To conclude, the appellant has been rightly convicted and sentenced for offences under Section 302, 201, read with Ss. 34 and 394, I.P.C. The appeal fails and is dismissed.",Ruling by Present Court
Appeal Dismissed.,Ruling by Present Court
"This appeal is brought by special leave from the award of the industrial tribunal, Bihar, dated 15 September, 1967.",Facts
"The appellant Tatanagar Foundry Company, Ltd., is incorporated in the State of West Bengal and owns two manufacturing establishments, one located at Belur in the State of West Bengal and the other in Jamshedpur in Bihar.",Facts
"The appellant carried on its business at Belur but has now closed its business at Jamshedpur with effect from 20 November, 1966.",Facts
"At the time of the closure the appellant employed 1, 360 workmen in its Jamshedpur establishment where it was producing cast iron pipes, specials and heavy grey iron castings including ingots, moulds, etc.",Facts
"On 20 September 1966, the appellant issued a notice in respect of its business at Jamshedpur that due to shortage of orders and other economic reasons, about 120 workmen are being retrenched and the Commissioner of Labour, Government of Bihar, Patna, was duly notified of the said retrenchment.",Facts
"On 22 September, 1966, the Labour Superintendent, Government of Bihar, Jamshedpur, held conciliation proceedings at which the appellant agreed to retain the services of fourteen of the retrenched workmen and the union agreed to the retrenchment of the remaining workmen.",Facts
"On or about 12 October, 1966, by a notice of the same date, the appellant desired to retrench about 400 workmen, but at the intervention of the Superintendent of Labour, the notice was temporarily withdrawn with a view to discuss the matter with the union.",Facts
Accordingly a meeting was fixed on 21 October 1966 between the appellant and the union at Jamshedpur but the said meeting could not take place.,Facts
"On 29 October, 1966, the appellant by a notice laid off nearly 600 workmen for want of supplies of good quality raw materials.",Facts
"In a letter dated 8 November 1966, the Superintendent of Labour, Jamshedpur, wrote that the general secretary of the union had put up a proposal for running the Jamshedpur establishment of the appellant on a co operative basis and requested Sri G. D. Agarwalla, director of the appellant, to place the matter before the board of directors of the appellant.",Facts
"At their meeting on 17 November, 1966, the board of directors considered the letter dated 8 November, 1966 of the Labour Superintendent and resolved that if the State Government should be desirous of running the Jamshedpur plant on a co operative basis Sri G. D. Agarwalla was authorized to conduct negotiations with the State Government of Bihar.",Facts
But no further communication was received from the Government of Bihar indicating its willingness or intention to run the Jamshedpur branch of the appellant.,Facts
"At its meeting on 17 November, 1966, the board of directors of the appellants considered the situation in the Jamshedpur plant and decided that it should be closed as early as possible and Sri Agarwalla was authorized to take necessary steps to effect the closure.",Facts
"Pursuant to the decision of the board of directors Sri Agarwalla issued a notice dated 19 November, 1966.",Facts
"By the said notice the workmen of the appellant were informed of its decision to close the business at Jamshedpur for good with effect from 21 November, 1966 for the reasons explained in the notice.",Facts
"All the workmen were also informed that their services were no longer required after 21 November, 1966 and the workers should consider themselves as discharged with effect from the said date.",Facts
"On 3 February 1967, the Government of Bihar referred the following dispute to the industrial tribunal, Bihar, for adjudication under section 10(1)(d) of the Industrial Disputes Act, 1947 (14 of 1947)",Statute
"Whether the closure of the Tatanagar Foundry Company, Ltd., Jamshedpur, is justified ? If not, to what relief, and compensation the workmen are entitled?",Ratio of the decision
"By its award, dated 15 September, 1967, the industrial tribunal held that it was satisfied that the closure of the Jamshedpur business of the appellant was not a closure but a lookout in the disguise of a closure and directed the reinstatement of the workmen with full wages for the period they have been out of employment.",Ruling by Lower Court
In support of this appeal it was argued in the first place that the industrial tribunal had no jurisdiction to go into the question whether the closure of the Jamshedpur business was justified or not for financial or other reasons.,Argument
"The contention was that the tribunal having found that the factory had in fact closed down, it had no jurisdiction to go into the question whether the closure could have been avoided.",Argument
"In our opinion, the argument is well founded and must be accepted as correct.",Ratio of the decision
"The distinction between a lockout and a closure has been explained by the decision of this Court in Express Newspapers, Ltd., vs Their workers and staff and other 1962 Indlaw SC 28 ].",Precedent
"It was pointed out in that case that in the case of a closure, the employer does not merely close down the place of business but he closes the business itself finally and irrevocably.",Precedent
A lockout on the other hand indicates the closure of the place of business and not closure of the business itself.,Precedent
In the present case the totality of facts and circumstances would lead to the conclusion that the undertaking at Jamshedpur was closed down completely and was a final and irrecoverable termination of the business itself.,Ratio of the decision
But the tribunal has come to a finding that the closure of the business was not bona fide but the closure was done in order to victimize the workmen.,Ruling by Lower Court
"As regards the financial position, the tribunal took the view that on the whole the financial condition of the company in 1966 has not worsened to such an extent as to reasonably constitute a good ground for closing the business altogether.",Ruling by Lower Court
It might have been a ground for reorganizing the company or rationalizing it by retrenchment or otherwise but it could not be a ground for winding up the business altogether.,Ratio of the decision
"In our opinion, the finding of the tribunal on this point is defective in law.",Ratio of the decision
It is now established that in the case of a closure the employer does not merely close down the place of business but he closes the business finally and irrevocably.,Ratio of the decision
The closure has to be genuine and bona fide in the sense that it should be a closure in fact and not a mere pretence of closure.,Ratio of the decision
"Taking into account the entire set of circumstances and facts in the present case, we are of opinion that there has been in fact a closure of the Jamshedpur business and the finding of the tribunal that there was a lockout is defective in law and must be set aside.",Ruling by Present Court
The next question is whether workmen were entitled to compensation under S.25FFF of the Industrial Disputes Act which states :,Ratio of the decision
"(1) Where an undertaking is closed down for any reason whatsoever, every workman who has been in continuous service for not less than one year in that undertaking immediately before such closure shall, subject to the provisions of Sub sec. (2), be entitled to notice and compensation in accordance with the provisions of section 25F, as if the workman had been retrenched;	Ratio of the decision
Provided that where the undertaking is closed down on account of unavoidable circumstances beyond the control of the employer, the compensation to be paid to the workman under Cl. (b) of section 25F shall not exceed his average pay for three months.	Ruling by Present Court
Explanation.	Ratio of the decision
An undertaking which is closed down by reason merely of financial difficulties (including financial losses) or accumulation of undisposed of stocks or the expiry of the period of the lease or the licence granted to it where the period of the lease or the licence expires on or after 1 April, 1967 shall not be deemed to have been closed down on account of unavoidable circumstances beyond the control of the employer within the meaning of the proviso to this sub section.",Ratio of the decision
The tribunal has found that the appellant was not right in its contention that the closure was due to unavoidable circumstances beyond its control.,Ratio of the decision
According to the appellant the main reasons for the closure are :,Ratio of the decision
(1) financial condition of the appellant;,Ratio of the decision
(2) non availability of orders for supply of goods; and,Ratio of the decision
(3) non co operation from the workmen in standardization of the working force and for reduction of the high percentage of rejection.,Ratio of the decision
The tribunal has gone into the oral and documentary evidence adduced by the parties and reached the conclusion that the closure of the business was not due to unavoidable circumstances beyond the control of the appellant.,Ratio of the decision
We see no reason for interfering with the finding of the tribunal on this aspect of the case.,Ratio of the decision
"The result, therefore, is that the workmen are entitled to compensation under the main clause of S.25FFF of the Industrial Disputes Act,1947.",Ruling by Present Court
"We accordingly modify the award of the industrial tribunal dated 15 September, 1967 and allow the appeal to the extent indicated.",Ruling by Present Court
There will no order as to costs.,Ruling by Present Court
Appeal partly allowed.,Ruling by Present Court
"The question involved in this case is whether the High Court of Calcutta was right in returning the plaint presented by the appellant for presentation to the proper Court under Order 7 Rule 10 of the Code of Civil Procedure, 1908 (hereinafter referred to as 'the Code').",Ratio of the decision
"The appellant is the owner of Flat no. 2 (now known as 'F'), 7th Floor, Gem Building at 5/B, Russel Street, Calcut ta.",Facts
"The said premises had been leased out in favour of the respondent on a monthly rent of Rs, 1,400.",Facts
"The respondent committed default in the payment of rent from the month of June, 1984.",Facts
"The appellant, therefore, served a notice on the respondent under section 106 of the Transfer of Property Act, 1882 and section 13(6) of the West Bengal Premises Tenancy Act, 1956 (hereinafter referred to as 'the Act') determining the tenancy with the expiry of the month of January, 1985 and called upon him to deliver possession of the premises.",Statute
"Upon failure of the respondent to hand over the vacant possession of the premises on the expiry of January, 1985 the appellant filed a suit in Suit no. 755 of 1985 on the Original Side of the High Court of Calcutta for recovery of possession of the premises and for recovery of arrears of rent amounting to rs. 11,200 and of Rs.78,000 by way of mesne profits/damages, claiming mesne profits/damages at the rate of Rs.7,800 per month from 1st February, 1985 until 30th November, 1985.",Facts
"The appellant valued the suit for purposes of court fee and jurisdiction at rs. 1,06,000 which was arrived at as follows:",Facts
"Any suit, the value of which was above rs. 1,00,000, had to be filed in the High Court on its Original Side.",Facts
"Accord ingly, the plaint was presented in the High Court after paying the necessary court fee on the basis of the above valuation.",Facts
"After the respondent was served with the summons in the suit, he made an application before the High Court for taking the plaint off its file and for returning it to the appellant for filing the same in the proper court.",Facts
"The respondent stated in the application that on a plain reading of the definition of the expression 'tenant in the Act, the respondent continued to be the tenant even after the termi nation of his contractual tenancy and did not become an unauthorised occupant of the accommodation and he was, therefore, liable to pay rent at the rate of Rs, 1400 per month till the date of the suit.",Facts
"He further stated that calculated on the above basis, the respondent would be liable to pay rs. 14,000 only by way of arrears of rent for the period between 1st February, 1985 and 30th November, 1985 instead of Rs.78,000 claimed by the appellant by way of mesne profits/ damages for the said period.",Facts
"The respondent contended that the valuation of the suit for purposes of jurisdiction would be Rs.42,000 only and that the value of the suit being less than rs. 1,00,000 it had to be filed in the City Civil Court of Calcutta.",Facts
"The respondent, therefore, prayed that the plaint should be returned for presentation to the proper court by virtue of section 15 of the Code which provided that every suit should be instituted in the court of the lowest grade competent to try it.",Ratio of the decision
The learned Judge on hearing the above application accepted the plea of the respondent that under the provisions of the Act the expression 'tenant' included a person continuing in posses sion of the accommodation even after the termination of his contractual tenancy and on such termination the possession of a tenant did not become wrongful.,Ruling by Lower Court
"The learned Judge, therefore, held that the appellant was not entitled to claim mesne profits/damages at the rate of Rs.7,800 per month from 1st February, 1985 to 30th November, 1985 aggregating to Rs.78,000 but was entitled to recover rs. 14,000 only at the rate of rs. 1,400 per month in respect of that period.",Ruling by Lower Court
"The learned Judge found that the suit should have been valued at Rs.42,000 and not at rs. 1,06,000 and that the High Court had no jurisdiction to entertain the said suit.",Ruling by Lower Court
"Accordingly, the learned Judge directed that the plaint should be re turned to the appellant for presentation to the proper court.",Ruling by Lower Court
"Aggrieved by the decision of the learned Judge, the appellant has filed the above appeal by special leave before this Court under Article 136 of the Constitution.",Ratio of the decision
"Under section 15 of the Code every plaint should be instituted in the court of the lowest grade competent to try it and if the value of the suit was Rs.42,000 only it had to be filed in the City Civil Court of Calcutta and not on the Original Side of the High Court.",Statute
The principles which regulate the pecuniary jurisdic tion of civil courts are wellsettled.,Ratio of the decision
"Ordinarily, the valua tion of a suit depends upon the reliefs claimed therein and the plaintiff's valuation in his plaint determines the Court in which it can be presented.",Ratio of the decision
It is also true that the plaintiff cannot invoke the jurisdiction of a court by either grossly over valuing or grossly under valuing a suit.,Ratio of the decision
The Court always has the jurisdiction to prevent the abuse of the process of law.,Ratio of the decision
Under rule 10 of Order 7 of the Code the plaint can be returned at any stage of the suit for presentation to the court in which the suit should have been instituted.,Statute
The question for consideration in this case is whether in the present case the plaint has been grossly over valued with the object of bringing it within the juris diction of the High Court.,Ratio of the decision
"When the suit is filed for the recovery of money, the amount claimed has to be included in determining the value of the suit.",Ratio of the decision
"In the instant case the appellant has claimed a decree for Rs.78,000 (at the rate of Rs.7,800 per month) for the period between 1st February, 1985 and 30th November, 1985 on the footing that the re spondent's possession was unauthorised or illegal and he was liable to pay mesne profits or damages.",Ratio of the decision
"The question whether the appellant would be entitled to a decree for mesne prof its/ damages at the rate of Rs.7,800 per month or at any other rate after the termination of the tenancy is a matter which has to be decided in the suit.",Ratio of the decision
"If ultimately it is found that the appellant is not entitled to get mesne prof its or damages for the period subsequent to 1st February, 1985 and that she is only entitled to receive rs. 1,400 per month, the suit in respect of the claim over and above rs. 1,400 per month, will have to be dismissed.",Ratio of the decision
"But the question whether she was entitled to claim mesne profits or damages in respect of the period subsequent to 1st February, 1985 could not have been disposed of at a preliminary stage even before the trial had commenced.",Ratio of the decision
That question has to be decided at the conclusion of the trial along with other issues arising in the suit.,Ratio of the decision
Having regard to some of the decisions on which reliance is placed by the appellant in the course of the appeal we are of the view that the matter is not free from doubt.,Ratio of the decision
The claim for mesne profits/ damages is neither palpably absurd nor imaginary.,Ratio of the decision
It needs judicial consideration.,Ratio of the decision
The acceptance of the view put forward by the respondent may lead to encouraging a tenant who has forfeit ed his right to the tenancy to carry on a dilatory litiga tion without compensating the landlord suitably for the loss suffered by him on account of the unreasonable deprivation of the possession of his premises over a long period until he is able to get possession of the premises through the Court.,Ratio of the decision
"We cannot, therefore, state at this stage that the claim for mesne profits/damages had been made without good faith and with the sole object of instituting the said suit before the High Court of Calcutta even though it had no jurisdiction to try it.",Ratio of the decision
"We do not agree with the submission made on behalf of the respondent that the appellant had ""dishonestly and intentionally inflated the value of the suit in order to invite the jurisdiction of a particular court which has no jurisdiction otherwise."" If mesne profits/damages are found to be payable then the claim made at the rate of Rs.7,800 per month for a premises of the nature in question which is situated in Calcutta does not appear to be fanciful having regard to the prevailing situation.",Ratio of the decision
We however express no opinion on the Actual amount that may be awarded as mesne profits/damages in the event of the liability to pay it being established.,Ratio of the decision
We are of the view that on the facts and in the circum stances of the case the High Court was in error in prejudg ing the issue relating to the right of the appellant to claim mesne profits/damages and in directing that the plaint should be returned for presentation to the proper court.,Ruling by Present Court
"We, therefore, set aside the order passed by the High Court and direct the High Court to proceed with the hearing of the suit.",Ruling by Present Court
"We also direct that the observations made by the learned Judge in the course of the order against which this appeal is filed regarding the right of the appellant to claim the mesne profits/damages at the rate of Rs.7,800 per month shall not be binding on the parties and that the said question shall be decided afresh by the High Court in the course of the trial.",Ruling by Present Court
"We, however, express no opinion on the correctness or otherwise of the observations made by the learned Judge on the above question.",Ruling by Present Court
The appeal is accordingly allowed.,Ruling by Present Court
Appeal allowed,Ruling by Present Court
Leave granted.,Ruling by Present Court
Respondent filed a writ petition in the High Court of Madras seeking a direction to the petitioner to apply the rule of reservation to the Scheduled Castes and Scheduled Tribes in respect of those seats which are set apart for All India Pool in the M.B.B.S. or B.D.S. list.,Ratio of the decision
"He had applied specifically in the category of scheduled caste and scheduled tribe for the All India Pre medical Entrance Examination, 1999.",Facts
"However, when the results were published, he found that no separate list had been published in respect of that category.",Facts
"He contended that there is a constitutional obligation to provide a special reservation to the advancement of socially and educationally backward classes in the all India quota as otherwise, it would be violation of Article 15 (4) of the Constitution of India.",Facts
He sought for a direction to apply the rule of reservation.,Facts
"A learned single Judge of the High Court held that the seats that are made available from various States are normally subject to the rule of reservation and the 15% of the seats allowed to the all India quota would, in the ordinary circumstances, have been reserved for the scheduled caste and schedule tribe candidates but for the directions of this Court under a scheme.",Ruling by Lower Court
"He also noticed that there is no specific order of this Court not to apply the reservation rule to all India quota which is provided only to overcome the difficulty of residential requirement and, therefore, these seats must also provide for reservation on the ground of social and economic backwardness in terms of Article 15 (4) and the directives principles of State policy.",Ruling by Lower Court
"Thus, he allowed the writ petition directing to set apart and reserve seats for the socially and educationally backward classes as per the policy of the Government making it clear that out of the 15% of the seats allocated, there should be reservation for scheduled castes and scheduled tribes.",Ruling by Lower Court
"Against that order, a writ appeal was preferred by the petitioner herein with an application seeking interim order for stay of the judgment of the learned single Judge.",Facts
"A limited interim order was granted to the effect that if the 15% reservation is notionally implemented and the first respondent is found eligible to get admission under that quota, he should be given admission.",Ruling by Lower Court
It is against this order this special leave petition is filed.,Facts
"Considering the nature of the matter and the issues involved in the case, the learned counsel on both sides agreed that we should transfer the writ appeal that had been filed and dispose of the same on merits instead of merely considering the appeal against the interim order made on the interlocutory application.",Ratio of the decision
"Hence, we proceed to transfer under Article 139A the writ appeal (filed in the High Court) to this Court and dispose of the same by this order.",Statute
"In Dr. Dinesh Kumar and others (II) vs Motilal Nehru Medical College, Allahabad and others, JT 1986 (2) SC 97 1986 Indlaw SC 178, the question of 15% of the total seats being made available for admission to M.B.B.S. or B.D.S. course without taking into account any reservation made by the State Government was considered in the following manner :",Precedent
"Firstly, it was contended that the suggestion that 15 per cent of the total seats available for admission to M.B.B.S./B.D.S. course without taking into account any reservations which may be made by the State Government, would tend to produce inequality of opportunity for admission to students in different States since the percentage of reservations varied from State to State and	Precedent
secondly, it was urged that the proposal of the Government of India that valid reservations should not exceed 50 per cent of the total number of seats available for admission, will reduce the opportunities which were at present available to scheduled castes, scheduled tribes and backward classes as a result of reservations exceeding 50 per cent of the total seats made in some of the States and particularly in the State of Tamil Nadu, where the reservations exceed 68 per cent.	Precedent
We agree with the second objection raised on behalf of some of the State Governments but so far as the first objection is concerned, we do not think it is well founded.	Precedent
There can be no doubt that if in each State, 30 per cent of the seats were to be made available for admission on the basis of All India Entrance Examination after taking into account reservations validly made, the number of seats which would be available for admission on the basis of All India Entrance Examination would vary inversely with the percentage of reservations validly made in that State.	Precedent
If the percentage of reservations is high as in the State of Tamil Nadu or the State of Karnataka, the number of seats available for admission on the basis of All India Entrance Examination would be relatively less than what would be in a State where the percentage of reservations is low.	Precedent
There would thus be total inequality in the matter of making available seats for admission on the basis of All India Entrance Examination.	Precedent
It would be open to a State Government to reduce the number of seats available for admission on the basis of All India Entrance Examination by increasing the number of reserved categories or by increasing the percentage of reservations.	Precedent
We, therefore, agree with the Government of India that the formula adopted by us in our main judgment dated June 22, 1984, for determining the number of seats which should be made available for admission on the basis of All India Entrance Examination should be changed.	Precedent
We would direct, in accordance with the suggestion made in the scheme by the Government of India, that not less than 15 per cent of the total number of seats in each medical college or institution, without taking into account any reservations validly made, shall be filled on the basis of All India Entrance Examination.	Precedent
This new formula is, in our opinion, fair and just and brings about real equality of opportunity in admissions to the M.B.B.S./B.D.S. course without placing the students in one State in an advantageous or disadvantageous position as compared to the students in another State.	Precedent
The same formula must apply also in regard to admissions to the postgraduate courses and instead of making available for admission on All India basis, 50 per cent of the open seats after taking into account reservations validly made, we would direct that not less than 25 per cent of the total number of seats without taking into account any reservations, shall be made available for being filled on the basis of All India Entrance Examination.	Precedent
This suggestion of the Government of India deserves to be accepted and the objection to it must be overruled.",Precedent
(Emphasis supplied),Ratio of the decision
"In respect of undergraduate course, the scheme works out like this.",Ratio of the decision
"If a State has a total of 100 seats and in that State, 15% of the seats are reserved for scheduled castes and 10% for scheduled tribes, State will fill up 15% seats for scheduled caste candidates and 10% for scheduled tribe candidates, of the remaining 75 seats, 60 seats will be filled by the State Government as un reserved and 15 seats will be earmarked for all India quota.",Ratio of the decision
"Inasmuch as 15% all India quota has been earmarked under the scheme framed by this Court and that scheme itself provides the manner in which the same should be worked out, we do not think, it would be appropriate to travel outside the said provisions to find out whether a person in the position of the petitioner would be entitled to plead in the manner sought for because each of the States could also provide for reservation for scheduled caste and schedule tribe category in respect of 85% of the seats available with them.",Ratio of the decision
"If we meddle with this quota fixed, we are likely to land in innumerable and insurmountable difficulties.",Ratio of the decision
"Each State will have different categories of scheduled castes and scheduled tribes and Central Government may have a different category and hence, adjustment of seats would become difficult.",Ratio of the decision
"The direction fixing 15% quota for all India basis takes note of reservations and hence, the High Court need not have made any further directions.",Ratio of the decision
"In Ajit Singh and others (II) vs State of Punjab and others, 2000 (1) AWC 574 (SC) : JT 1999 (7) SC 153 1999 Indlaw SC 627, this Court held that Article 16 (4) of the Constitution confers a discretion and does not create any constitutional duty and obligation.",Precedent
"Language of Article 15 (4) is identical and the view in Comptroller and Auditor General of India, Gian Prakash vs Jagannathan, 1986 (2) SCC 679 1986 Indlaw SC 806 and Superintending Engineer, Public Health vs Kuldeep Singh, JT 1997 (2) SC 508 1997 Indlaw SC 2284, that a mandamus can be issued either to provide for reservation or for relaxation is not correct and runs counter to judgments of earlier Constitution Benches and, therefore, these two judgments cannot be held to be laying down the correct law.",Precedent
"In these circumstances, neither the respondent in the present case could have sought for a direction nor the High Court could have granted the same.",Ratio of the decision
"Hence, we allow the writ appeal transferred to this Court and set aside order made in the writ petition.",Ruling by Present Court
The appeal also shall stands disposed of.,Ruling by Present Court
Appeal disposed of,Ruling by Present Court
This appeal is preferred by the State of U.P against the acquittal recorded by the High Court.,Facts
The respondent was put to trial under Section 302/376 IPC.,Facts
The trial court after conclusion of the trial convicted the respondent and sentenced him to RI for life under Section 302 IPC.,Ruling by Lower Court
The respondent was also sentenced to 7 years RI under Section 376 IPC.,Facts
"Aggrieved thereby, the respondent preferred the appeal before the High Court.",Facts
The High Court by the impugned order acquitted the accused.,Facts
"Hence, the present appeal.",Facts
"The story as unfolded by the prosecution is as follows: On 21 2 1979 the prosecutrix, aged about 10 years, stated to be disappeared and was missing.",Facts
"Since the victim girl did not return P.W.1, Braj Lai the father of the complainant made an abortive search for her and thereafter filed an FIR on 22 2 1979 at 8.15 p.m.",Facts
The case was registered under Section 302/376 IPC.,Facts
In the course of the investigation the prosecution examined as many as eight witnesses.,Facts
"The prosecution mainly relied on the evidence of P.Ws. 2, 5, 6 and 7 who are the witnesses with regard to the last seen of the accused with the victim.",Facts
"Prosecution also examined P.W.3, Dr. A.N. Saxena who conducted the postmortem examination of the deceased.",Facts
"The prosecution also examined PW.l, Braj Lai who is an author of the FIR.",Facts
The case of the prosecution rests entirely on circumstantial evidence.,Ratio of the decision
"The trial court after examining evidence of P.Ws.2, 5, 6 and 7 has come to the conclusion that the chain of circumstantial evidence appearing against the accused was completely established and recorded order of conviction.",Facts
"The trial court was of the opinion that the statement of P.W.2, Sakuntla, P.W.5 Ram Bahadur, P.W.6 Kamta Prasad, who is a teacher and P.W.7 Virendra Singh has credence and there is no reason to discredit their credit worthy evidence with regard to the last seen of the accused with the victim.",Facts
"Before we advert to the evidence of the witnesses, we may take notice of the evidence of P.W.3, Dr. A.N. Saxena who conducted the postmortem examination of the victim.",Ratio of the decision
"P.W.3, Dr.",Facts
Saxena stated that the postmortem examination of the deceased Nanhi was performed on 23 2 1979 at 3.30 p.m. and on physical examination he found that the victim girl was aged about 10 years old with an average built.,Facts
P.W.3 opined that the death had occurred two days earlier.,Facts
Rigor mortis has passed off.,Facts
"On examination of vaginal parts, P.W.3 found that there was vaginal bleeding.",Facts
Hymen was lacerated with red edges.,Facts
Edges of labia minora were bruised.,Facts
"On examining the physical body of the deceased, P.W.3 found the following injuries:",Facts
"(1)Multiple intempted abraded contusions in an area of 6 cm x 2 cm on right side neck, 2 cms. below angle of mandible.",Facts
"(2)Multiple intempted abraded contusions on right side face in an area of 7 cm. x 3 cm., 3 cms. in from of right ear.",Facts
(3)Multiple intempted abraded contusions on left side neck in area of 5 cm.,Facts
"X 2 cm., 6 cm. below left ear.",Facts
(4)Abraded contusion 3 cm. x 1 cm. on left side cheek. 2 cm. infront of lest ear.,Facts
(5)Abrasion 1 cm.,Facts
"X 1/2 cm. on right side front of chest, 4 cm. below started end of right clavicle.",Facts
P.W.3 opined that the deceased was raped before her murder which took place on 21 2 1979 at about 6.30 or 7 p.m.,Facts
He further opined that the death was occurred due to asphyxia on account of strangulation.,Facts
This doctor was subjected to lengthy cross examination.,Facts
Nothing could be elicited from the cross examination to discredit otherwise the creditworthy of his testimony.,Ratio of the decision
"At this stage since the conviction was entirely rests on circumstantial evidence, we may also point out that the clinching evidence appearing against the accused and which was not explained by him.",Ratio of the decision
"From the testimony of P.W.3 it appears that the victim girl, apart from other injuries, suffered many lacerated multiple intempted contusions on the face and on the right ear.",Ratio of the decision
Multiple abraded contusions on the left ear and on the left cheek and in front of the left ear.,Ratio of the decision
Abrasion 1 cm. x 1/2 cm. on right side from of chest and 4 cm. below start end of right clavicle.,Ratio of the decision
The injuries described on the body of the deceased by the P.W.3 clearly suggest that the victim girl struggled and resisted the attempt of rape.,Ratio of the decision
It is in the evidence of P.W.I. Braj Lai that when he went to the accused to inquire about the whereabouts of his daughter he saw scratch marks on the face of the accused.,Ratio of the decision
This question was put to the accused but he simply denied as wrong.,Ratio of the decision
No explanation whatsoever has been given by the deceased (?).,Ratio of the decision
"We are, therefore, of the view that this clinching evidence against the accused remains unchallenged.",Ratio of the decision
"P.W.2, Shakuntala was stated to be aged about 12 or 13 years old at the time of occurrence.",Ratio of the decision
"She deposed that at about 5 or 5.30 p.m. she had seen the accused with the victim girl eating ""BERS"".",Ratio of the decision
She further deposed that the accused climbed the tree.,Ratio of the decision
She further deposed that she saw the accused and victim girl when she had gone to field to fetch fodder.,Ratio of the decision
This witness was subject to cross examination but she withstood the lengthy cross examination.,Ratio of the decision
"P.W.5, Ram Bahadur is also a resident of the same village.",Ratio of the decision
He deposed that he had seen the accused with the deceased at about 5 or 5.30 p.m. on the date of occurrence.,Ratio of the decision
"In cross examination he deposed that complainant Braj Lai, the accused and this witness all belong to the brotherhood.",Ratio of the decision
"There is no reason to doubt the veracity of the witness as because this witness, complainant and accused were belonged to the same brotherhood and there is no reason to doubt as to why this witness would depose falsely against the accused.",Ratio of the decision
"P.W.6, Kamta Prasad is a school teacher.",Ratio of the decision
He was teaching in Jiwanpur School on the date of occurrence.,Ratio of the decision
He stated that when he went to meet master Devi Singh he was not available so he was returning at about 6 p.m.,Ratio of the decision
About 7 p.m. he saw the accused and the deceased going towards the orchard feild of Jai Ram.,Ratio of the decision
At this stage we may point out that the last seen before the murder was seen by P.W.6 who saw the accused along with the deceased going towards orchard field of Jai Ram.,Ratio of the decision
It will be pertinent to point out here that the dead body of the deceased was found at orchard field of Jai Ram.,Ratio of the decision
This witness also stated that he had told P.W.1 that he has seen Brajh Lai's daughter with the accused at that time.,Ratio of the decision
"The trial court has accepted his evidence as creditworthy because he is a responsible witness being a teacher, an independent and disinterested witness.",Ratio of the decision
We have nothing to doubt the creditworthy of this evidence.,Ratio of the decision
"Next last seen together witness is Virendra Singh, P.W.7.",Ratio of the decision
He deposed that at about 7.30 p.m. he had seen the accused Desh Raj emerging from his field.,Ratio of the decision
He further deposed that the accused was in a nervous state of mind.,Ratio of the decision
On enquiring by the witness from the accused why so nervous the accused gave no reply and went away to his house.,Ratio of the decision
In cross examination this witness stated that he had seen the accused after coming back from the marriage party.,Ratio of the decision
Counsel for the respondent contended that the testimony of this witness is not reliable as in cross examination this witness stated that he had witnessed the accused and the deceased only on return from the marriage party.,Argument
"According to the counsel for the respondent this witness had gone to the marriage party on the date of incident, he could not have seen the accused and the victim girl together as deposed by him.",Argument
This has been clarified to a question put by the Court by P.W.7 and he categorically admitted that he saw the accused emerging from the field after his return from the marriage party.,Ratio of the decision
This does not mean that he went to the marriage party on the same day.,Ratio of the decision
